source,word,auditory,gustatory,haptic,interoceptive,olfactory,visual
gpt35,ACOUSTICAL,3,0.4,0.2,0.6,0.2,0.6
gpt35,ACT ON,1,0.2,0.4,0.4,0.2,1.2
gpt35,ADMINISTRATION,1.4,0.2,1.8,0.8,0.2,1.8
gpt35,AFFIRMATIVELY,1.2,1.2,2,1,1.2,1
gpt35,AGGREGATIVE,1,0.4,0.4,0.6,0.6,1.8
gpt35,AGONIZINGLY,1.6,0.6,1.8,2.4,1.2,0.2
gpt35,AIMLESSLY,0.6,0.2,0.4,0.2,0.2,0.8
gpt35,AIRBAG,1.8,0.4,2,1.2,0,2
gpt35,ALMOND,0.2,3.6,3,1.6,2,2.8
gpt35,ALTERCATION,0.4,0.6,2,1.4,0.4,2.6
gpt35,ANGELICALLY,1.2,0.6,1.8,1,0.8,0.4
gpt35,APPEASE,1.6,0.2,0.4,0.6,0.2,1.2
gpt35,APPREHENSIBILITY,1.4,0.8,0.4,1.8,0.6,1.2
gpt35,ARDENTLY,1.4,0.8,0.6,1.4,0.6,1.2
gpt35,ASHTRAY,1.6,1,1.6,0.8,0.8,1.2
gpt35,ASSESSED,1.4,1.2,2.2,1.2,1,1
gpt35,ASSESSOR,0.8,0.2,1,1.2,0,1.4
gpt35,ATONE,0.6,0.2,0.8,1,0,1.2
gpt35,ATTACHMENT,1.4,0.2,0.8,0.6,0.2,1.4
gpt35,AUDITORY,3,0.4,0.2,0.6,0.2,0.6
gpt35,AUGMENT,1.6,0.6,0.8,1.2,0.4,1.8
gpt35,AWARE,2.2,1.2,2.4,1.4,1.6,1.4
gpt35,BALE,1.6,0.6,1.6,0.6,0.8,1
gpt35,BARBARIC,1.6,0.4,1,1,0.6,1.4
gpt35,BARRED,0.6,0.2,0.4,0.4,0.2,0.8
gpt35,BED,0.4,1.4,3,1.6,1,4
gpt35,BELIEVING,1.2,0.2,1.8,1.4,0.2,1.6
gpt35,BELL TOWER,0.4,1.2,2.8,1,1,4
gpt35,BEYOND,1.4,0.2,0.4,0.2,0.2,1.8
gpt35,BIBLIOGRAPHICALLY,1.6,0.4,0.8,0.6,0.6,1
gpt35,BLASPHEMOUSLY,1,0.2,1,1.2,0,1.4
gpt35,BLOCK,1.2,0.4,2,1.2,0,1.8
gpt35,BLOODTHIRSTILY,0.4,0.2,0.2,0.2,0.2,0.6
gpt35,BLUISHNESS,1.4,0.2,1.8,0.6,0,2.2
gpt35,BOOKBAG,0.2,1,2.8,1.2,0.8,3.4
gpt35,BOTANICALLY,1.6,0.8,1,0.8,0.8,0.8
gpt35,BOTH,1.8,0.6,2,2.4,1,3
gpt35,BRAISED,1.6,2.6,2.8,1.2,1.8,0.8
gpt35,BREEZELESS,1.2,0.8,0.6,1.2,0.6,1.8
gpt35,BUFFALO,0.2,1.6,2.4,1.6,1.6,2.6
gpt35,BULLISHNESS,1.6,0.8,2,1.2,1,0.6
gpt35,BUNTED,1.4,0.4,1.4,0.4,0.8,0.4
gpt35,BUTTERSCOTCH,1.4,3.6,0.6,0,1.2,1.2
gpt35,BUTTERY,1.2,2.2,1.8,1.6,1.2,1.6
gpt35,CAKE PAN,0.2,3.2,2.8,1.6,1.6,3.2
gpt35,CAMP,1.8,0.8,2.4,0.6,1,1
gpt35,CANNOT,1,1.2,0.4,1.2,0.6,0.8
gpt35,CARMAKER,2.2,0.6,1.6,0.8,0.2,2.2
gpt35,CASTLED,1.2,0.4,0.8,0.2,0.6,1.8
gpt35,CATEGORY,1.6,0.2,1.4,1.8,0,1.4
gpt35,CAUSER,0.6,0.2,0.6,0.2,0.2,0.8
gpt35,CENTERPIECES,0.2,1.6,2.8,1.6,1.2,3.6
gpt35,CENTRALIST,1,1,0.4,1.6,0.4,0.8
gpt35,CHAUVINISM,1,0.6,1.4,0.6,0.6,1
gpt35,CHILI PEPPER,1.4,2.8,0.8,1.4,1.4,1.4
gpt35,CHRISTEN,1.2,0.6,0.8,0.6,0.6,1.8
gpt35,CHRONICALLY,0.8,0,0.8,1,0,1.4
gpt35,CHUNK,1.6,0.8,1.6,0.6,0.8,1
gpt35,CIRCULAR,0.2,1.6,2.6,1,0.4,3.4
gpt35,CIVILIZING,1.4,1.2,2.2,1,1.2,1.2
gpt35,CLANK,1.6,1.2,1.4,1,1.6,1.6
gpt35,CLEANING LADY,2.2,1.4,2,0.8,1.6,1.4
gpt35,CLOAKED,0.8,0.6,1.4,0.6,0.8,0.4
gpt35,COACHWORK,1.4,0.4,1.6,1,0,1.8
gpt35,COASTWARD,1.6,0.6,1.2,0.8,0.8,2.4
gpt35,COHERE,0.8,0.2,0.6,0.2,0.2,1
gpt35,COMPLETE,1.6,0.8,2,1.2,1.2,1.2
gpt35,COMPREHENDINGLY,1.8,1,0.8,1.8,0.6,1.2
gpt35,COMPREHENSIBLY,1.6,1,2.2,1,0.8,1.4
gpt35,CONSUMERISM,1.6,1,2.2,1.2,1,1.2
gpt35,CONVICTABLE,1,0.2,1,1.4,0,1.4
gpt35,CORDIAL,1.2,1.4,1,1,1.4,2.4
gpt35,COUNCILWOMAN,0.4,1,2.2,1.4,0.8,3.4
gpt35,COUNTDOWN,2.6,0.6,1.6,0.6,1.2,1.2
gpt35,COUNTERACTION,1.2,0.2,1.6,1,0.2,2
gpt35,COUNTERFEIT,1.4,0.6,1,0.8,0.6,1
gpt35,COUNTERREVOLUTION,0.8,0.4,1,0.8,0.8,0.8
gpt35,COUNTERSTRIKE,2.4,1.2,2.4,0.6,1,1.2
gpt35,CRATER,1.4,0.4,0.8,0.6,0.8,1
gpt35,CREDITABLY,1.2,1,1.6,1,1,0.8
gpt35,CRESTED,1.2,0.2,1.6,1.4,0,1.4
gpt35,CREWLESS,1,0.2,1.6,1,0,1.6
gpt35,CRIMINALIZE,1,0.2,1,1.4,0,1.4
gpt35,CRISP,1,0.2,1.6,1.2,1,2
gpt35,CRUCIFIX,1,0.8,1.8,0.8,0.6,0.8
gpt35,CRUISE,2.2,0.8,1.8,1,1.2,1.4
gpt35,CRUNCH,1.8,1.4,1.4,1,1.8,1.6
gpt35,CURATOR,0.2,1,2.4,1,0.6,3.4
gpt35,CURIOSITY,1.4,0.2,0.8,0.6,0.2,1.6
gpt35,CURVE BALL,2.2,0.8,1.8,0.8,1.2,1.2
gpt35,DANCEFLOOR,0.4,1.4,3,1.4,1,4.4
gpt35,DANGEROUS,1.6,0.6,1.6,1.6,0,2
gpt35,DEAD ON,2,1.2,1.8,1.8,1,1.4
gpt35,DECAFFEINATE,1.4,1.2,0.6,1,0.8,1.4
gpt35,DECIPHERER,0.8,0.2,0.8,1.2,0,1.4
gpt35,DEEPENING,1.6,1.2,2.2,1.8,1.2,0.8
gpt35,DEFORMITY,1.2,0.2,1.6,1,0,1.8
gpt35,DEPLORED,1.2,0.2,1.6,1.4,0,1.4
gpt35,DEPLOY,1.2,0.2,1.4,1,0,1.8
gpt35,DEVILISHNESS,0.6,0.2,0.2,0.2,0.2,0.6
gpt35,DEW,0.2,3.2,3,1.8,1.8,3.4
gpt35,DIFFUSIBLE,1.2,0.8,2,1.2,0.8,0.8
gpt35,DILIGENCE,2,1.2,2.8,1.6,1.6,1.2
gpt35,DINNERTIME,1.6,1.6,2,0.8,0,2
gpt35,DIRECTIONALITY,1,0.2,1.2,1.2,0,1.4
gpt35,DISCOMBOBULATE,1.4,1,2,2.2,1.2,0.4
gpt35,DISCONTINUOUSLY,0.6,0.2,0.4,0.2,0.2,0.8
gpt35,DISHEVELMENT,0.6,0.2,0.4,0.4,0.2,0.8
gpt35,DISILLUSION,1,0.8,2.2,1.6,1,0.4
gpt35,DISORDERED,0.2,0.8,2,1.6,0.6,2.6
gpt35,DISTANCE,1.2,0.4,1,1.2,1,2.6
gpt35,DIVULGENCE,0.8,0.2,0.8,1.2,0,1.4
gpt35,DOMINATIVE,1,0.6,1.8,1.4,1,0.2
gpt35,DOUBLED,1,0.2,0.6,0.4,0.2,1.2
gpt35,DREAMFUL,1.2,0.2,2,1.6,0.2,1.8
gpt35,DRINKING WATER,1.6,3.2,2.8,1.4,2.2,1.6
gpt35,DRUNKENNESS,1,1,1.8,1.2,1,1
gpt35,DUFFEL BAG,0.2,1,3,1.2,0.8,3.6
gpt35,DUNCE,1.6,0.2,1.6,1.6,0.2,1.8
gpt35,EERILY,1.2,0.2,0.6,0.2,0.2,1
gpt35,ELECTROMAGNET,2.2,0.8,1.6,0.6,0.8,1.2
gpt35,ELFISH,1.2,0.6,0.8,0.6,0.6,1.4
gpt35,ENCHILADA,1.4,2.8,0.8,1.4,1.4,1.4
gpt35,ENGINE,2.6,0.8,1.4,0.8,0.8,1
gpt35,ENLISTMENT,0.8,0,0.8,1,0,1.2
gpt35,ENSEMBLE,1.4,0.4,2,0.8,0,2
gpt35,ERRANTLY,1,0.2,1.2,1.2,0,1.4
gpt35,ETHOLOGICAL,1,0.2,1.4,0.8,0,1.6
gpt35,EVILDOING,1.2,0.4,1.4,0.4,0.4,0.4
gpt35,EXECUTIONER,1,0.2,1,0.8,0.2,1.6
gpt35,EXPORTABLE,1,0.2,0.4,0.2,0.2,1
gpt35,EYE STRAIN,1.6,0.2,1.4,2,0.6,3.2
gpt35,FACE POWDER,1.4,1.2,1.8,1,1,1.8
gpt35,FALSEHEARTED,0.8,0.8,0.6,1.2,0.4,0.8
gpt35,FAMILIAR,1.6,1,1.8,2,1.2,2.8
gpt35,FLEABAG,0.8,0.4,0.2,0.4,0.6,0.8
gpt35,FLIMFLAM,1.2,0.2,1.4,1.2,0,1.4
gpt35,FLIRTER,1.4,0.4,1.8,0.6,0.6,1.4
gpt35,FLOTATION,0.2,1.2,2.8,1.2,0.4,3.4
gpt35,FLOURLESS,0.8,1.6,2.2,1.2,1.4,0.8
gpt35,FOOD ADDITIVE,2,1.4,1.6,2,1.6,2
gpt35,FORECLOSE,1.2,1.2,1.8,1,1.2,0.6
gpt35,FOUNTAIN,0.4,1.4,3.2,1.4,1.6,4
gpt35,FRAGILE,1.4,0.8,1.4,1.2,0.8,1
gpt35,FRICTIONLESS,0.8,0.6,0.8,1.6,0.4,1.8
gpt35,FRIVOLOUSNESS,1,0.2,1.4,0.6,0,1.6
gpt35,FRUIT,0.2,3.6,3,1.4,2,3.2
gpt35,FRUSTRATED,1.2,0.2,1.8,1.6,0,1.6
gpt35,GANJA,1.2,1,0.8,0.4,1.2,1.2
gpt35,GLISTENING,0.2,1,2.8,0.6,0.4,4
gpt35,GOLF CART,0.2,1.4,2.8,1.4,1,3.4
gpt35,GOOD HEALTH,1.8,1.6,2.2,1.4,0.2,2
gpt35,GRANULATOR,1,0.4,0.6,0.6,0.4,1
gpt35,GRAVY,1.2,2.4,1.4,1.2,0.8,1
gpt35,GRUMBLING,2,0.8,1.2,2,0.6,1.4
gpt35,HAMMERER,0.2,0.4,2.2,2,0.4,2.8
gpt35,HEARTHSTONE,2.8,1,1.8,1,0.6,1.6
gpt35,HEROINE,1,1,0.8,0.4,0.4,1.2
gpt35,HIBERNATE,1,0.2,2,1,0,1.8
gpt35,HIGH WIND,2,0.2,0.6,0.2,0.2,1.4
gpt35,HILLINESS,0.2,0.8,2.4,1,0.6,3
gpt35,HOMOGENIZE,1.2,0.4,0.6,0.6,0.2,1.2
gpt35,HOSPITABLE,1.2,0.2,1.6,0.8,0,1.8
gpt35,HOUSECOAT,1.4,0.2,1.8,1.2,0,2
gpt35,IMMEDIATE,1.4,0.2,0.8,0.4,0.2,1.4
gpt35,IMPERSONATE,1.8,0.6,1.2,0.6,0.8,0.6
gpt35,IMPETUOUS,1.2,0.8,2.6,1.6,0.8,0.4
gpt35,IMPLEMENTAL,0.6,0.2,0.4,0.2,0.2,0.8
gpt35,INAPPROPRIATENESS,0.2,0.6,2,1.6,0.2,2.8
gpt35,INARGUABLY,1.4,1,0.2,1.4,0.6,1.2
gpt35,INATTENTION,0.4,0.2,0.2,0.2,0.2,0.6
gpt35,INCONCLUSIVENESS,0.8,0.8,0.2,1.6,0.4,1
gpt35,INCONGRUENCE,1,0.2,1.4,1.2,0,1.4
gpt35,INDISPOSE,1,0.2,1.4,1.2,0,1.4
gpt35,INFORM,1.8,1,0.8,1.6,0.6,1.2
gpt35,INHALATION,1.6,0.6,0.8,1,3.8,1.4
gpt35,INJECTOR,1.8,1,2.4,1.8,1.4,1
gpt35,INNOVATE,1.8,1.4,2,1.6,1.6,1.2
gpt35,INSTRUMENT PANEL,2.4,0.4,2.4,1,0.2,2.8
gpt35,INSULATING,1.6,1,2,1.2,1,0.6
gpt35,INTEREST RATE,1.4,1.2,1.6,0.6,0.8,1.2
gpt35,INTERIM,1.4,0.8,0.8,1.4,0.6,1.4
gpt35,INTERNATIONALIST,0.8,0.2,0.8,1,0,1.2
gpt35,INTRUSIVELY,1.4,0.6,2,1.8,1,0
gpt35,INTUITIONAL,0.8,0,1.4,1.2,0,1.4
gpt35,INTUITIVELY,1.4,1,0.8,1.8,0.6,1.2
gpt35,INVARIABLENESS,0.8,0,0.8,0.8,0,1.2
gpt35,INVENTIVE,1.6,0.4,1,0.8,0.4,1.6
gpt35,IRRELEVANCY,1,0.2,1,1,0,1.2
gpt35,IRREVOCABLE,1,0.8,0.2,1.4,0.4,1.2
gpt35,JACKHAMMER,0.2,1,2.6,2,0.6,3.2
gpt35,JAGGEDNESS,1.2,0.2,1.8,0.6,0,1.6
gpt35,JUSTIFIABLENESS,1,0.8,0.4,1.8,0.4,1.2
gpt35,KNEED,1,0.2,0.6,0.6,0.2,1.2
gpt35,LAPSING,1,0.2,1.6,1,0.2,1.8
gpt35,LARCENIST,0.2,0.6,2,1.4,0.6,2.6
gpt35,LATCHING,1.2,0.6,1.4,0.6,1,0.6
gpt35,LEPRECHAUN,1.6,0.2,1,0.6,0,1.8
gpt35,LICENSEE,1.4,1.2,2,1.2,1.4,1.4
gpt35,LIP,1,1.6,1.6,1,0.8,1.4
gpt35,LIST,0.2,1.4,2.6,1,0.4,4
gpt35,LONGTIME,1.2,1.2,0.8,1.6,0.6,1.4
gpt35,LOSE,1.6,1,1.8,1.2,1,0.8
gpt35,LOW KEY,2.6,0.4,1,1,0.8,2.4
gpt35,MACHINELIKE,1,0.2,1.8,0.6,0,1.6
gpt35,MAIL,0.4,1.2,2.8,1,1.2,3.6
gpt35,MANGLE,1,1,1.6,1,0.2,1.4
gpt35,MANIFESTO,1.6,1.2,0.8,1.6,0.8,1.2
gpt35,MEDIATE,2,1.4,2,1.8,1.2,1.2
gpt35,MENOPAUSAL,1.2,0.6,0.4,1.4,0.6,1.6
gpt35,METH,1.4,0.8,1.6,1.8,0.4,1.4
gpt35,MICROBREW,1,2.4,2.6,1.4,1.6,1
gpt35,MISCELLANEOUS,1.4,1.4,0.4,1.6,0.8,1.4
gpt35,MODERATION,1,0.2,0.4,0.8,0.2,1.2
gpt35,MONOCHROME,1.8,0.8,1.4,0.8,1,1.4
gpt35,MONOGAMIST,1,0.6,0.8,0.8,0.6,1.4
gpt35,MUCKINESS,0.2,0.8,2,1.2,0.6,2.4
gpt35,MUNCHKIN,0.6,2.6,2.2,1.4,1.4,3
gpt35,MYSTICAL,2.2,0.6,1,0.8,0.6,1.4
gpt35,MYSTICALLY,2,0.6,1,0.6,0.6,1.4
gpt35,NEGATIVE,1,0.6,1.6,1.2,0.6,1.8
gpt35,NEUROPSYCHIATRIC,1.6,0.6,1.8,2,0.8,0.6
gpt35,NEWSREEL,3,0.4,1,0.8,0.6,2.4
gpt35,NIGHT SHIFT,3.4,0.2,1.6,1.6,0.2,2.6
gpt35,NIGHTSHIFT,2.8,0.4,0.8,0.6,0.8,1.6
gpt35,NONUNION,0.6,0.4,1,0.6,0.6,0.8
gpt35,NOTEPAD,0.2,1.2,2.6,1.2,0.8,3.8
gpt35,NUTRITIOUS,1.6,3.2,2.4,1.8,1.6,1.6
gpt35,ORDEAL,1.8,0.6,1.8,1.8,0.6,1.4
gpt35,OUTDATE,1.6,0.8,1.8,1.2,0.8,0.6
gpt35,OUTRAGEOUSLY,0.8,0.2,0.4,0.2,0.2,0.8
gpt35,OUTSTAND,1,0.2,1.4,1.2,0,1.4
gpt35,OVAL,0.2,1.8,2.6,1,0.6,3.8
gpt35,OVENWARE,0.4,2.2,2.8,1.4,1.8,3.2
gpt35,OVERCOMPENSATE,1,0.2,1.4,1.4,0,1.4
gpt35,OVEREAGER,1.2,0.8,2.2,1.6,1,0.4
gpt35,OVEREXTENSION,0.6,0,0.8,1,0.2,1.2
gpt35,PACED,1,0.2,1.2,0.4,0.2,1.2
gpt35,PAD,1.2,0.4,2.2,1.8,0.2,1.4
gpt35,PAINS,1.4,0.6,1,2.2,1.4,1.2
gpt35,PARATROOPS,0.2,0.8,2.2,1.4,0.6,2.8
gpt35,PASTA,1.4,3,0.8,1.2,1,1.6
gpt35,PASTIME,1.4,2,1,1.4,0.6,1.4
gpt35,PATTERNED,1.6,0.6,1.2,0.8,1,1.4
gpt35,PEACEMAKER,1.4,0.8,2,0.8,0.8,0.8
gpt35,PEDIATRICIAN,2,0.8,1.8,1,0.8,1
gpt35,PERCUSSION,2.6,1,2.6,1.8,1.6,0.8
gpt35,PHONE COMPANY,3.2,0.4,0.8,0.4,0.4,2.8
gpt35,PHONETICALLY,1.2,0.2,1.4,1.4,0.2,1.8
gpt35,PHOTOENGRAVING,2,0.6,1.6,0.4,0.8,1
gpt35,PIE,1.4,3.2,0.8,1.4,1,1.2
gpt35,PINE,0.2,2.4,3,1.4,1.4,3.6
gpt35,PLAINTIFF,1.2,0.2,1.2,0.6,0,1.6
gpt35,POKER GAME,0.4,1.8,2.4,1.6,1,3.6
gpt35,POLLUTER,0.2,0.6,2.2,1.4,0.6,3
gpt35,POMPOM,0.2,1.4,2.6,1.6,1.2,3.2
gpt35,PONTOON,1.2,0.2,1.4,1,0,2.2
gpt35,POOCH,1,0.6,1.6,0.4,0.8,0.6
gpt35,POSTING,1,0,0.8,1.2,0.2,1.6
gpt35,POTHOOK,0.8,0.2,0.6,0.2,0.2,0.8
gpt35,PREGNANCY,0.4,0.8,2.6,2,1.2,2.4
gpt35,PRETENSE,1.2,1,0.6,1.4,0.6,1
gpt35,PRICKLING,1.2,0.6,1.2,1.8,2,1.6
gpt35,PROCLAMATION,1.2,0.2,1,1.2,0,1.6
gpt35,PRODUCTIVENESS,1.2,0.4,1.6,1.2,0,1.8
gpt35,PROPHYLACTIC,1.6,1,2,1.6,0.8,0.4
gpt35,PUNITIVE,0.8,0.2,0.4,0.4,0.2,1
gpt35,PUT OFF,1.8,0.2,1.8,1.4,0.4,1.8
gpt35,PYROTECHNICAL,1.6,0.6,1,0.6,0.6,0.8
gpt35,RAKING,1.6,0.6,1.6,0.8,1.2,0.8
gpt35,REDELIVERY,1,0.2,1.4,0.6,0,1.6
gpt35,REDNECK,0.2,0.6,2,0.8,0.6,2.4
gpt35,REFLEX,1.2,0.2,1,1.8,0.2,1.4
gpt35,REFRESHMENT,1.6,2.6,2.2,1.4,1.8,1.6
gpt35,REGIONAL,1.6,0.6,1,1.2,0.8,2.6
gpt35,REGULATED,1,0.2,0.4,0.8,0.2,1
gpt35,REPORTABLE,1,0.2,0.4,0.2,0.2,1
gpt35,REPUTED,1.4,1.2,0.8,1.6,0.6,1
gpt35,RESTFUL,1.2,1.4,2.4,1.2,0.2,1.8
gpt35,RESULTANT,1.6,0.8,0.4,1.8,0.6,1.2
gpt35,REVOKE,0.6,0.2,0.2,0.2,0.2,0.4
gpt35,RIDDANCE,1,0.8,1.8,1,1,0.6
gpt35,RUGBY,2.4,1,2.8,0.8,1,1.4
gpt35,RULE,1.6,1.4,1.8,1.4,1.2,1.2
gpt35,RUNTIME,1,0.2,0.6,0.4,0.2,1.2
gpt35,SANDBOX,1.2,0.2,2,1,0,1.8
gpt35,SAUERKRAUT,1.4,2.6,1,1.4,2,1.4
gpt35,SAVE,1,0.2,1.6,1.4,0.2,1.8
gpt35,SCORELESS,1,0.2,1.4,0.6,0,1.6
gpt35,SECTIONAL,0.2,1.6,2.6,1.2,0.4,4
gpt35,SEEPED,0.8,0.4,1.2,0.4,0.8,0.2
gpt35,SEISMIC,2,1,2.2,1.8,1.4,0.8
gpt35,SERENDIPITOUS,1,0.2,1.2,1,0.2,1.6
gpt35,SETTLING,1.6,0.6,1.2,1.6,0.4,1.8
gpt35,SHANTY,1,0.8,1.8,0.8,1.4,1.8
gpt35,SHIN,1.2,0.2,1,0.6,0.2,1.2
gpt35,SINGLENESS,1.2,0.8,1.8,1,1.2,1
gpt35,SKIPPING,1,0.2,1.4,1.2,0.4,2
gpt35,SLEEPING BEAUTY,1.4,0.4,1.8,1,0,2.2
gpt35,SMALL HOURS,1.6,1.4,0.8,1.8,0.6,1.8
gpt35,SMARTCARD,1.8,0.8,1.2,1,0.8,3
gpt35,SMELLINESS,0.6,0.8,0.4,0.6,3,2.6
gpt35,SMOKEHOUSE,2,1,0.8,0.6,2.6,1.2
gpt35,SNAKE CHARMER,2.4,0.8,1.2,1.2,1.4,2
gpt35,SNATCHER,1.4,0.2,1.8,0.6,0,1.8
gpt35,SNUFF,1.6,1.4,1.2,0.6,3,2
gpt35,SOOTHSAYING,1.4,0.8,2,1.4,0.8,0.4
gpt35,SPAMMER,0.2,0.4,2,1.4,0.4,2.8
gpt35,SPASM,1.8,0.8,2.6,2.8,1.4,0.2
gpt35,SPEARING,1.6,0.6,1.6,0.8,0.6,1.2
gpt35,SPIRITLESSLY,0.4,0.8,0.4,1.8,0.4,0.6
gpt35,SPLITTING,1.4,0.6,1.6,0.6,1,0.8
gpt35,SPONGE,1.4,1.8,2,1.4,0,1.6
gpt35,SQUEEZER,1.2,1.4,2,1.4,1,1.4
gpt35,STAMPING,1.6,0.6,1.8,1.2,0.6,2
gpt35,STATICALLY,1,0.4,0.6,0.8,0.4,1.2
gpt35,STEAK,1.4,3,1.8,1.2,0,1.8
gpt35,STRENUOUSLY,1.2,0.6,1,1.6,0.6,1.2
gpt35,STRIKER,1,0.2,1.4,1,0,1.8
gpt35,STUPEFY,1,0.2,1.4,1.6,0,1.4
gpt35,SUAVELY,1.6,0.8,1,0.8,0.6,1.8
gpt35,SUGGESTING,1.8,1.4,2.6,1.4,1.4,1.2
gpt35,SUMMARIZE,1.6,1.2,0.8,1.8,0.8,1.4
gpt35,SUNBATHER,2.2,1,1.8,1.2,1.2,1.4
gpt35,SURPASS,1.2,0.2,0.6,0.2,0.2,1.6
gpt35,TALENTED,1.4,0.4,2.2,1,0,1.6
gpt35,TALKING,3,0.2,0.4,0.4,0.2,2.2
gpt35,TASTEFULNESS,0.8,2,0.8,0.8,0.6,1
gpt35,TEATIME,0.8,3,0.6,0.2,0.8,1.2
gpt35,TEENAGED,1.2,1.2,2.2,1.4,1.2,1
gpt35,TELEPORTATION,2,1,2,2,1.4,1.2
gpt35,TELETYPEWRITER,2.4,0.6,1.4,0.6,0.6,1.2
gpt35,THAW,1.2,0.8,2,1,0,1.4
gpt35,THORNILY,0.8,0.2,0.6,0.2,0.2,0.8
gpt35,THRILLER,2.8,0.4,0.6,0.2,0.8,1.2
gpt35,THRILLING,1.4,0.4,3,1.8,0,1.8
gpt35,TIN,1.2,1.2,0.8,1,0.6,1.4
gpt35,TIRELESS,1,1.2,0.8,1.4,0.4,1.4
gpt35,TO,1,1.2,0.4,1.2,0.6,0.8
gpt35,TOGA,1,0.4,0.6,0.6,0.4,0.8
gpt35,TOUR GUIDE,2.4,1,2,0.6,1.4,1.6
gpt35,TOWEL RAIL,0.2,1.2,3,1,0.8,3.6
gpt35,TRACTION,1,0.4,1.8,1.6,0,1.4
gpt35,TRANSFORMING,0.4,1.6,2.4,1.2,0.4,3.6
gpt35,TRANSLUCENCY,0.2,1.8,2.6,1.2,0.8,4.2
gpt35,TRANSPARENT,0.2,1.4,2.8,1.2,0.8,4
gpt35,TRAVELED,1.8,0.6,1.4,1.4,0.6,2.8
gpt35,TRUCK STOP,2.4,0.6,1.4,1,0.8,2.4
gpt35,TUBING,2.2,0.4,0.8,0.8,0.8,1.6
gpt35,UNAPPROACHABLE,1.2,0.4,1.4,0.8,0.4,0.6
gpt35,UNBIASED,1.4,1,0.6,1.6,0.6,1.2
gpt35,UNCONNECTED,1,0.2,1.4,0.8,0,1.6
gpt35,UNCONTAINED,0.8,0.4,1,0.8,0.6,0.8
gpt35,UNDERRATE,1,0.2,1,1.2,0.2,1.4
gpt35,UNDERWRITER,0.8,0.2,1,1.2,0,1.4
gpt35,UNDILUTED,1.2,0.8,1.2,1,0.8,0.4
gpt35,UNEVALUATED,1,0.2,1,1,0,1.2
gpt35,UNIMAGINABLY,1,0.8,0.2,1.6,0.6,1.2
gpt35,UNNERVED,1.6,0,2,1.6,0.2,1.8
